Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Column1,OWS,DWS,WS,WS/48,2,OBPM,DBPM,BPM,VORP
476,Stanley Umude,SG,23,DET,1,2,65.5,0.532,1,2,0,0,0,0,24.2,44,0,39.9,,0,0,0,0.624,,15.9,32.7,48.6,0
280,A.J. Lawson,SG,22,MIN,1,2,34.5,1,0,0,0,54.9,28,0,0,0,0,21.4,,0,0,0,0.378,,-2.3,7.5,5.2,0
125,Tyler Dorsey,SG,26,DAL,3,8,45.6,0.9,0.4,0,14.5,14.8,14.7,0,0,0,0,28.3,,0.1,0,0.1,0.368,,16.5,1.5,18,0
88,Justin Champagnie,SF,21,TOR,3,11,28.9,1,0,0,9.6,33.4,20.6,15.3,0,0,0,11.6,,0.1,0,0.1,0.33,,6.1,1.9,8,0
460,Terry Taylor,PF,23,CHI,3,9,32.5,1.167,0.333,0,12.9,0,6.3,0,0,0,0,14.7,,0.1,0,0.1,0.32,,11.9,1.1,13,0
246,Nikola Jokić,C,27,DEN,67,2272,31.9,0.704,0.145,0.41,8.6,31.3,20.2,46.7,1.8,1.7,16.5,27.2,,11.4,3.6,15,0.317,,8.8,4.5,13.3,8.8
426,Jordan Schakel,SF,24,WAS,2,6,24.4,0.75,0.5,0,0,0,0,23.6,8.1,0,0,14.5,,0,0,0,0.316,,7.7,9.3,17,0
75,Jimmy Butler,SF,33,MIA,62,2073,27.4,0.643,0.116,0.623,7.7,13.1,10.3,27,2.7,1,8.3,25.7,,8.9,2.8,11.7,0.271,,6.5,1.9,8.5,5.5
429,Jay Scrubb,SG,22,ORL,1,3,23.7,1,0,0,0,37.7,18.9,0,0,0,0,14.3,,0,0,0,0.262,,-3.6,4.2,0.6,0
142,Joel Embiid,C,28,PHI,64,2215,31.2,0.651,0.153,0.584,6,28.3,17.4,23,1.5,4.5,12,37.2,,8,3.8,11.8,0.256,,6.6,2.3,8.9,6.1
136,Kevin Durant,SF,34,PHO,6,195,27.7,0.723,0.281,0.365,1.1,21.5,11.1,19.6,0.5,3.7,10.5,27.2,,0.7,0.2,1,0.243,,8.9,2.2,11.1,0.7
263,Braxton Key,SF,25,DET,3,9,18.5,1.064,0,2,0,12.7,6.1,0,0,0,0,8.9,,0,0,0,0.241,,2.2,0.8,2.9,0
109,Anthony Davis,C,29,LAL,52,1762,28.3,0.635,0.08,0.463,11.3,27.2,19.5,12.7,1.4,4.9,9.5,28.9,,5.4,3.1,8.5,0.232,,5,1.7,6.6,3.8
141,Keon Ellis,SG,23,SAC,13,50,18.5,0.768,0.769,0.231,9.3,9,9.2,10.5,2.9,1.7,6.5,13.2,,0.2,0.1,0.2,0.229,,3.5,1.1,4.6,0.1
517,Robert Williams,C,25,BOS,33,767,20.1,0.743,0.006,0.236,14.3,24.7,19.6,8.4,1.2,5,14.4,11.8,,2.2,1.4,3.7,0.229,,1.1,2.1,3.2,1
163,Shai Gilgeous-Alexander,PG,24,OKC,66,2345,27.4,0.626,0.118,0.535,2.5,12.2,7.3,25.5,2.2,2.6,10.2,33,,8.2,2.9,11,0.226,,5.8,1.5,7.3,5.4
380,Jakob Poeltl,C,27,TOR,22,630,24.1,0.667,0,0.333,12.4,26.5,18.9,12.2,2.2,5.2,10,17.6,,1.8,1.1,2.9,0.221,,2.6,1.8,4.4,1
54,Tony Bradley,C,25,CHI,12,33,21.7,0.69,0.417,0.333,3.5,33.9,19,4.4,1.5,2.9,6.8,19.8,,0.1,0.1,0.2,0.22,,4.4,0.5,4.9,0.1
422,Domantas Sabonis,C,26,SAC,76,2650,23.3,0.668,0.088,0.471,10.5,29.9,20.3,29.7,1.2,1.2,16.9,21.3,,9.2,2.9,12.1,0.22,,3.9,1.7,5.6,5.1
402,Davon Reed,SG,27,LAL,7,26,17.3,0.694,0.5,1,4.3,11.9,8.2,20.1,3.6,0,0,9.4,,0.1,0,0.1,0.216,,0.1,4.6,4.6,0
158,Luka Garza,C,24,MIN,27,237,23.2,0.661,0.342,0.468,14.9,13.4,14.2,12.1,0.6,0.7,9.5,26.7,,0.9,0.2,1.1,0.215,,2.5,-2.3,0.2,0.1
288,Damian Lillard,PG,32,POR,58,2107,26.9,0.645,0.547,0.464,2.4,12.8,7.6,35.2,1.2,0.8,11.7,33.9,,8.4,0.9,9.3,0.211,,8.3,-1.2,7.1,4.9
70,Thomas Bryant,C,25,LAL,41,876,21.5,0.712,0.166,0.359,8.5,25,17,5,0.8,2.2,7.4,18.2,,2.7,1.2,3.9,0.211,,2.4,-0.1,2.2,0.9
292,Kevon Looney,C,26,GSW,79,1881,17.8,0.639,0.003,0.409,15.5,26.8,21.2,13.5,1.3,2.3,9.1,10.8,,5.5,2.6,8.2,0.208,,0.7,1.2,1.9,1.8
11,Giannis Antetokounmpo,PF,28,MIL,62,1991,29.2,0.606,0.135,0.598,7.5,29.8,19.1,32.9,1.2,2.1,13,38.7,,4.9,3.7,8.6,0.208,,5.9,2.7,8.6,5.4
8,Jarrett Allen,C,24,CLE,66,2174,20,0.672,0.015,0.361,11.7,23.7,17.7,7.5,1.2,3.4,11.4,16.5,,5.5,3.9,9.4,0.207,,1.4,1,2.5,2.4
124,Luka Dončić,PG,23,DAL,64,2339,28.8,0.61,0.37,0.477,2.6,25.4,13.9,42.9,1.9,1.3,12,37.8,,7.2,2.9,10,0.206,,7.7,1.4,9,6.5
376,Gary Payton II,PG,30,GSW,4,54,17.9,0.731,0.364,0.273,14.5,12.1,13.3,7.3,1.8,3.3,7.5,10.4,,0.2,0.1,0.2,0.204,,2.3,2,4.3,0.1
271,Luke Kornet,C,27,BOS,65,743,17.2,0.724,0.072,0.242,12.1,14.6,13.4,8.4,0.7,5.2,12.4,11.4,,2.1,1.1,3.2,0.204,,-0.1,1.3,1.2,0.6
42,Goga Bitadze,C,23,ORL,13,172,19.7,0.623,0.196,0.304,13.2,21.1,17.1,14.4,1.4,6.7,8.7,14.3,,0.5,0.3,0.7,0.203,,0.4,2,2.3,0.2
410,Mitchell Robinson,C,24,NYK,57,1533,18.6,0.674,0,0.432,17.6,19.6,18.6,4.4,1.7,5.9,10.5,9.6,,4,2.5,6.4,0.201,,1,1.5,2.5,1.7
227,Kyrie Irving,PG,30,DAL,19,719,24.2,0.632,0.382,0.258,3.4,12.4,7.8,27.6,1.6,1.5,7.8,27.5,,2.4,0.6,3,0.201,,5.3,-0.5,4.8,1.2
81,Clint Capela,C,28,ATL,62,1657,22.2,0.653,0.002,0.225,16.4,29.4,22.8,4.8,1.2,3.8,8.2,15.8,,4.7,2.2,6.9,0.201,,2.4,-0.2,2.2,1.7
92,Brandon Clarke,PF,26,MEM,56,1090,20,0.682,0.017,0.393,9,21.1,15.1,9.5,1.5,3.1,11.8,17.7,,2.7,1.8,4.5,0.2,,0.7,1.8,2.5,1.2
136,Kevin Durant,PF-SF,34,TOT,45,1598,26.4,0.679,0.26,0.387,1.1,19.7,10.6,25,1,3.5,13.3,31,,4.7,2,6.7,0.2,,6.2,1.3,7.5,3.8
262,Walker Kessler,C,21,UTA,74,1703,21.6,0.702,0.007,0.384,14.9,24.4,19.7,5.8,0.7,8.5,10.7,13.3,,4.6,2.5,7.1,0.2,,1.4,1.5,2.9,2.1
284,Kawhi Leonard,SF,31,LAC,49,1640,24.1,0.624,0.284,0.319,3.8,17.1,10.5,19.7,2.2,1.5,8,27,,4.7,2.1,6.7,0.197,,5.2,1.1,6.3,3.4
183,Tyrese Haliburton,PG,22,IND,56,1883,23.6,0.624,0.478,0.239,1.9,10.2,6,47.7,2.3,1.1,13.2,23.9,,6.4,1.3,7.7,0.196,,6.9,0.2,7.2,4.4
445,Dru Smith,SG,25,BRK,7,64,20.2,0.586,0.5,0.038,1.8,15.4,8.8,26,3.8,1.3,3.6,19,,0.2,0.1,0.3,0.194,,1.7,4.3,6,0.1
196,Josh Hart,SG,27,NYK,22,654,17.7,0.743,0.341,0.356,6.6,18.1,12.3,16.1,2.2,1.4,17,12.4,,1.8,0.9,2.6,0.194,,1.9,2.3,4.2,1
136,Kevin Durant,PF,34,BRK,39,1403,26.2,0.673,0.257,0.39,1.2,19.4,10.5,25.8,1.1,3.5,13.7,31.5,,4,1.7,5.7,0.194,,5.8,1.2,7,3.2
94,Nic Claxton,C,23,BRK,73,2168,20.8,0.69,0.004,0.425,9.3,25.2,17.4,9.3,1.4,7.2,12.2,15.6,,4.9,3.8,8.7,0.193,,0.8,2.1,3,2.7
388,Micah Potter,PF,24,UTA,5,27,18.6,0.875,0.375,0,4.1,7.9,6,17,0,0,11.1,13.9,,0.1,0,0.1,0.192,,3.7,-0.1,3.6,0
187,James Harden,PG,33,PHI,56,2067,21.8,0.609,0.496,0.439,2.3,17.2,9.9,44,1.7,1.3,16.5,25.2,,5.7,2.5,8.2,0.191,,5.1,0.3,5.4,3.9
313,Skylar Mays,SG,25,POR,2,60,18.7,0.774,0.471,0.059,1.9,7.7,4.8,38.3,0.8,0,18.7,15.6,,0.2,0,0.2,0.19,,2,-1.6,0.4,0
366,Onyeka Okongwu,C,22,ATL,76,1758,19.5,0.685,0.017,0.407,12.7,21.4,17,5.7,1.4,4.9,12.1,15,,4.6,2.3,6.9,0.188,,0,0.8,0.9,1.3
459,Jayson Tatum,PF,24,BOS,72,2675,23.8,0.609,0.441,0.398,3.1,22.7,13.1,20.7,1.4,1.6,10.4,32.7,,6.2,4.2,10.4,0.186,,4.9,0.6,5.6,5.1
66,Moses Brown,C,23,LAC,34,288,22.7,0.607,0,0.75,22.4,31.6,27.1,2.2,0.5,4.3,9.9,21.5,,0.7,0.4,1.1,0.185,,0.9,-1.3,-0.4,0.1
107,Stephen Curry,PG,34,GSW,53,1849,23.9,0.654,0.564,0.246,2.3,16.8,9.6,30,1.3,0.9,12.6,31.1,,5.2,1.8,7.1,0.184,,7.4,0,7.4,4.4
403,Paul Reed,C,23,PHI,65,683,19,0.624,0.022,0.261,18.1,23.3,20.8,5.2,2.9,6.1,16.3,16.1,,1.2,1.4,2.6,0.183,,-1.7,1.4,-0.3,0.3
70,Thomas Bryant,C,25,TOT,58,1060,19.6,0.681,0.155,0.349,9,24.3,16.9,4.4,0.7,2.3,8.4,18.2,,2.7,1.4,4,0.183,,1,-0.6,0.4,0.7
379,Mason Plumlee,C,32,LAC,20,401,18,0.748,0,0.684,10.7,30.5,20.7,12.3,1.2,2.4,22.7,13.9,,0.9,0.6,1.5,0.182,,-0.1,1.3,1.2,0.3
379,Mason Plumlee,C,32,TOT,76,1998,19.6,0.686,0,0.653,11.9,25.5,18.6,17.3,1.1,2,16,15.3,,5.2,2.3,7.6,0.182,,1.2,1,2.2,2.1
379,Mason Plumlee,C,32,CHO,56,1597,20,0.673,0,0.646,12.2,24.2,18,18.6,1,1.9,14.6,15.7,,4.3,1.7,6.1,0.182,,1.5,0.9,2.4,1.8
520,Zion Williamson,PF,22,NOP,29,956,25.2,0.652,0.041,0.529,6.9,17.1,12,24.3,1.6,1.6,14.6,30.4,,2.3,1.3,3.6,0.181,,4.8,1,5.8,1.9
66,Moses Brown,C,23,TOT,36,294,22.2,0.607,0,0.75,22,31,26.5,2.1,0.7,4.2,10.5,21.2,,0.6,0.4,1.1,0.179,,0.6,-1.2,-0.6,0.1
69,Jalen Brunson,PG,26,NYK,68,2379,21.3,0.597,0.269,0.328,1.8,9.3,5.6,28.9,1.3,0.6,9.4,27.3,,6.9,1.9,8.8,0.177,,4.4,-0.5,3.8,3.5
261,Luke Kennard,SG,26,MEM,22,524,15,0.735,0.795,0.113,1.6,11.7,6.7,11.8,1,0.2,8.6,13.7,,1.4,0.5,1.9,0.177,,2.3,-0.2,2.1,0.5
387,Kristaps Porziņģis,C,27,WAS,65,2120,23.2,0.627,0.35,0.409,6.3,21.9,14.4,13,1.3,4,10.2,27.5,,5,2.8,7.8,0.176,,3.8,0.5,4.3,3.4
155,Daniel Gafford,C,24,WAS,75,1536,19,0.73,0,0.471,11.7,17.8,14.9,7.2,1,5.3,15.2,14.8,,3.8,1.9,5.6,0.176,,0,0.7,0.7,1
303,Lauri Markkanen,SF,25,UTA,66,2273,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,,6.4,1.9,8.3,0.175,,4.8,-1,3.8,3.3
220,Jay Huff,C,24,WAS,4,15,17.5,0.833,0.5,2.5,0,28.6,14.9,24.8,0,0,32.3,18,,0,0,0.1,0.175,,0,2.7,2.7,0
468,Xavier Tillman Sr.,PF,24,MEM,59,1149,17.4,0.63,0.051,0.302,10.8,16.5,13.6,10.9,2.3,2.2,11.4,13.6,,2.3,1.9,4.2,0.174,,0.3,1.7,2,1.2
350,Larry Nance Jr.,PF,30,NOP,61,1290,16.3,0.644,0.143,0.256,8.9,20.7,14.8,11.7,2,2.6,10.7,12.1,,2.6,2.1,4.7,0.174,,0.1,2.1,2.1,1.3
165,Rudy Gobert,C,30,MIN,67,2073,19,0.675,0.006,0.624,12.4,29.7,21.2,5.4,1.3,3.8,14.9,16.4,,4.1,3.4,7.5,0.174,,0,0.6,0.6,1.4
332,Donovan Mitchell,SG,26,CLE,67,2391,22.8,0.611,0.454,0.26,3.1,10.9,7,21.4,2.1,1,10.3,32.1,,5.2,3.5,8.6,0.173,,5.5,0.6,6.1,4.9
232,Jaren Jackson Jr.,C,23,MEM,60,1688,21.2,0.608,0.347,0.361,6.4,19,12.7,4.6,1.8,9.7,10,24.3,,2.5,3.6,6.1,0.173,,0.4,2.2,2.6,2
204,Willy Hernangómez,C,28,NOP,38,458,20.8,0.61,0.065,0.615,14.3,30.2,22.3,10.7,1.8,2.7,15.4,23.7,,0.8,0.8,1.6,0.172,,-0.2,0.5,0.3,0.3
389,Dwight Powell,C,31,DAL,74,1436,15.6,0.737,0.019,0.627,11.6,13.5,12.5,6.8,1.7,1.6,16,12.8,,3.7,1.3,5,0.168,,-1.2,0,-1.2,0.3
330,Josh Minott,SF,20,MIN,14,92,19.2,0.613,0.176,0.235,6.2,23.9,15.2,6.3,2.1,5.7,7.4,18.8,,0.2,0.2,0.3,0.166,,-1.2,0.7,-0.5,0
58,Mikal Bridges,SF,26,BRK,23,809,22.9,0.635,0.357,0.371,3.1,11.7,7.5,12.7,1.3,1.5,7.8,29.7,,2.1,0.7,2.8,0.163,,5.4,-0.6,4.8,1.4
293,Brook Lopez,C,34,MIL,76,2306,18.4,0.629,0.409,0.209,7.2,15.5,11.6,6.1,0.7,6.6,9.9,19.2,,3.9,3.9,7.8,0.162,,0.7,1.3,2,2.3
396,Neemias Queta,C,23,SAC,4,25,17.7,0.676,0,0.25,18.6,22.6,20.6,6,0,3.5,10.1,17,,0.1,0,0.1,0.162,,-2.2,-0.7,-2.9,0
240,Cameron Johnson,PF,26,PHO,17,429,17.4,0.629,0.572,0.191,3.6,13.5,8.4,8.9,1.7,1.3,5.1,19.6,,0.9,0.5,1.4,0.161,,3.2,0.6,3.8,0.6
60,Malcolm Brogdon,PG,30,BOS,65,1681,18.2,0.616,0.412,0.25,2.6,14.9,8.8,21.6,1.3,0.9,10.8,22.5,,3.5,2.2,5.6,0.161,,2.1,0.5,2.7,2
227,Kyrie Irving,PG,30,TOT,59,2197,22.5,0.612,0.412,0.231,3.1,12.3,7.8,25.2,1.4,1.8,8.8,29,,5.3,2,7.3,0.16,,4.8,-0.7,4.1,3.4
285,Meyers Leonard,C,30,MIL,6,51,14.3,0.761,0.714,0.286,4.3,21.5,13.3,0,0.9,0,11.3,14.7,,0.1,0.1,0.2,0.16,,0.5,-0.3,0.1,0
56,Jarrell Brantley,PF,26,UTA,4,39,18.6,0.739,0.643,0.143,2.8,13.7,8.3,11.4,0,4.3,11.8,18.1,,0.1,0,0.1,0.16,,3.1,0.3,3.5,0.1
49,Devin Booker,SG,26,PHO,51,1765,22.2,0.603,0.291,0.331,2.8,12,7.3,27.5,1.3,0.9,10.6,32,,4.1,1.8,5.9,0.159,,4.7,-0.2,4.4,2.9
167,Aaron Gordon,PF,27,DEN,66,1994,19.6,0.618,0.23,0.415,9.6,15.3,12.5,14.2,1.3,2.1,10,21.2,,4.5,2.1,6.6,0.159,,2.5,-0.3,2.2,2.1
132,Andre Drummond,C,29,CHI,64,816,20.8,0.61,0.011,0.432,18.8,40.5,29.9,6,2.6,3,18.9,21.2,,0.8,1.9,2.7,0.158,,-1.2,0.5,-0.7,0.3
486,Moritz Wagner,C,25,ORL,55,1078,18,0.638,0.409,0.469,7.1,19.2,13.2,11.5,1.7,1.1,12.3,21.1,,2.3,1.3,3.6,0.158,,0.7,0.3,1,0.8
116,DeMar DeRozan,SF,33,CHI,71,2585,20.9,0.596,0.106,0.408,1.5,13,7.4,22.4,1.5,1.4,9.1,27.9,,5.5,3,8.5,0.158,,1.9,0.3,2.2,2.7
406,Nick Richards,C,25,CHO,62,1151,17.9,0.669,0.003,0.56,12.8,23.5,18.1,4.4,0.4,5,13.1,15.6,,2.5,1.3,3.8,0.158,,-1.3,-0.4,-1.6,0.1
503,Derrick White,SG,28,BOS,78,2206,15.5,0.603,0.517,0.25,2.5,11,6.8,19.2,1.1,2.9,9.5,17.4,,4.3,2.9,7.2,0.156,,1.1,1.3,2.4,2.4
442,Jericho Sims,C,24,NYK,50,778,13.8,0.774,0.01,0.154,13.1,19.6,16.4,4.1,1,3.4,19,7.6,,1.6,1,2.5,0.156,,-1.1,0.7,-0.5,0.3
214,Al Horford,C,36,BOS,61,1860,13.8,0.634,0.671,0.046,4.2,17.8,11.1,12.9,0.8,2.7,7.1,11.8,,3.5,2.6,6,0.156,,1.6,1.6,3.2,2.4
51,Chris Boucher,PF,30,TOR,72,1451,18.1,0.586,0.358,0.315,11.1,21.4,15.9,2.8,1.5,4.1,6.2,18,,2.8,1.9,4.7,0.155,,0.7,-0.8,-0.1,0.7
515,Mark Williams,C,21,CHO,41,771,19.4,0.646,0,0.38,12,27.2,19.4,3.5,1.6,4.7,12.2,17,,1.3,1.2,2.5,0.154,,-0.8,0.5,-0.4,0.3
374,Chris Paul,PG,37,PHO,57,1819,17.5,0.544,0.38,0.25,1.5,13.6,7.4,39.6,2.4,1,13.5,19.2,,3.4,2.4,5.8,0.153,,1.7,1.2,2.9,2.3
113,Darius Days,PF,23,HOU,4,25,18.3,0.582,0.833,0.167,4.4,22.3,13.2,6.3,0,3.9,0,21.4,,0.1,0,0.1,0.153,,4.7,-1.4,3.3,0
380,Jakob Poeltl,C,27,TOT,68,1829,21.2,0.639,0.002,0.333,13,25.6,19,15.4,1.7,4.1,15.2,18.3,,3.7,2.1,5.8,0.152,,1.2,0.9,2.1,1.9
24,Desmond Bane,SG,24,MEM,55,1731,19.2,0.606,0.428,0.224,2.4,14.2,8.3,20.8,1.5,1.1,11.2,26.2,,3.2,2.3,5.5,0.152,,3.3,0.3,3.6,2.4
451,Jaden Springer,SG,20,PHI,14,53,18.5,0.467,0.091,0.273,11.3,15.4,13.4,14.1,5.6,3.5,3.9,21.7,,0,0.1,0.2,0.151,,-3.4,4.1,0.6,0
353,Raul Neto,PG,30,CLE,46,459,12.6,0.636,0.4,0.284,2.1,9,5.5,18.9,1.7,0.6,13,12,,0.8,0.6,1.4,0.151,,-1.5,2,0.4,0.3
333,Evan Mobley,PF,21,CLE,77,2668,18,0.592,0.108,0.323,8.1,22.7,15.4,12.4,1.1,4.1,12,20.2,,3.6,4.7,8.4,0.151,,0,1.6,1.7,2.4
22,Mo Bamba,C,24,ORL,40,681,16.3,0.613,0.505,0.238,7.8,22.8,15.3,9,0.9,5.4,8.5,16.3,,1.2,1,2.1,0.151,,0.4,0.9,1.3,0.6
156,Darius Garland,PG,23,CLE,68,2409,19,0.588,0.367,0.286,1.4,7.6,4.5,34.1,1.8,0.3,13.5,26.9,,4.6,2.9,7.5,0.15,,3.2,-0.7,2.6,2.7
521,Dylan Windler,SF,26,CLE,3,10,19.1,0.833,0.667,0,0,0,0,15.2,5,0,25,17.9,,0,0,0,0.149,,3.2,3.5,6.6,0
98,Mike Conley,PG,35,MIN,21,661,15.6,0.609,0.583,0.282,2.8,9.1,6,21.7,1.9,0.4,9.7,16.6,,1.4,0.6,2,0.148,,1.1,0.7,1.8,0.6
211,Jrue Holiday,PG,32,MIL,65,2116,19.1,0.585,0.403,0.179,3.8,11.8,8,33.6,1.7,1,15,24.9,,3.7,2.8,6.5,0.148,,2.9,0.1,3,2.7
340,Ja Morant,PG,23,MEM,59,1889,23.4,0.555,0.246,0.41,3.4,15.9,9.7,41.2,1.6,0.7,12.5,35.2,,3.3,2.6,5.8,0.148,,5.2,0.5,5.7,3.7
152,De'Aaron Fox,PG,25,SAC,70,2356,21.7,0.603,0.277,0.339,1.7,12.4,7.1,29,1.6,0.8,10.7,29.9,,5.4,1.8,7.2,0.147,,3.3,-0.9,2.4,2.6
259,Frank Kaminsky,C,29,ATL,26,176,14.9,0.72,0.523,0.273,1.8,20.8,11.2,15.3,1.4,0.5,15.4,13.9,,0.4,0.2,0.5,0.147,,0.7,1.8,2.5,0.2
190,Montrezl Harrell,C,29,PHI,54,638,16.9,0.626,0.021,0.458,11.7,14.8,13.2,7.4,1.2,3.6,12.3,18.3,,1.2,0.8,2,0.147,,-1.3,-0.2,-1.5,0.1
176,Javonte Green,SG,29,CHI,31,467,14.9,0.656,0.321,0.406,6.7,13.9,10.4,6.6,2.4,4.4,13.8,13.7,,0.6,0.8,1.4,0.146,,-0.9,2.6,1.7,0.4
344,Trey Murphy III,SF,22,NOP,75,2287,14.8,0.647,0.625,0.223,2.8,10.6,6.7,6.4,1.7,1.8,6.9,16.3,,4.2,2.7,6.9,0.146,,1.3,0.4,1.7,2.1
180,Blake Griffin,C,33,BOS,37,523,12.8,0.587,0.492,0.258,8.9,20.2,14.6,13.2,1.2,1,12.7,13.2,,0.8,0.7,1.6,0.146,,-1.6,1.1,-0.6,0.2
531,Ivica Zubac,C,25,LAC,73,2089,16.5,0.658,0.004,0.47,12.4,26.4,19.5,5.2,0.6,4,16.2,14.7,,3.5,2.8,6.3,0.146,,-1.2,0.2,-1,0.5
525,Delon Wright,PG,30,WAS,49,1201,16.2,0.579,0.412,0.201,5.6,10.3,8.1,20.8,3.7,1.2,12.5,12.8,,2,1.6,3.6,0.145,,0.3,3.1,3.3,1.6
326,Chimezie Metu,C,25,SAC,63,657,17.2,0.639,0.179,0.28,8.1,24.6,16.5,8.5,1.5,2.8,11.1,17.1,,1.2,0.8,2,0.145,,-0.4,0.3,-0.1,0.3
483,Nikola Vučević,C,32,CHI,78,2633,19.1,0.596,0.308,0.136,6.8,30.2,18.7,14.6,1.1,2.1,10.4,21.7,,3.8,4.2,7.9,0.145,,2,0.7,2.7,3.1
