Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Column1,OWS,DWS,WS,WS/48,2,OBPM,DBPM,BPM,VORP
131,Goran Dragić,PG,36,TOT,55,809,10.2,0.512,0.434,0.133,1.9,8,5,24.7,0.8,0.5,15.1,21,,-0.3,0.6,0.4,0.023,,-2.1,-1.6,-3.7,-0.3
131,Goran Dragić,PG,36,CHI,51,787,10.2,0.514,0.428,0.137,1.9,8,5,24.7,0.7,0.5,15,20.9,,-0.2,0.6,0.4,0.023,,-2,-1.6,-3.7,-0.3
394,Payton Pritchard,PG,25,BOS,46,573,8.5,0.503,0.619,0.071,4.3,9,6.7,11.6,1.2,0.2,12.9,18.9,,-0.3,0.6,0.3,0.022,,-3.3,-1.1,-4.4,-0.3
391,Jason Preston,PG,23,LAC,13,122,10.4,0.489,0.439,0.049,1.9,18.2,10.1,31.7,0.8,0,19.3,18.6,,0,0.1,0.1,0.022,,-2.1,-0.5,-2.5,0
460,Terry Taylor,PF,23,IND,26,228,8.8,0.507,0.277,0.108,10.7,8.3,9.5,5.9,0.6,1.9,11.7,14.2,,0,0.1,0.1,0.022,,-3.4,-1.9,-5.3,-0.2
212,Justin Holiday,SG,33,DAL,16,246,7.3,0.507,0.763,0.119,0.9,10.6,5.7,7.2,2.2,2.9,12.7,13.1,,-0.2,0.3,0.1,0.021,,-4.2,0.7,-3.4,-0.1
491,John Wall,PG,32,LAC,34,755,13.7,0.498,0.322,0.334,2.1,11.5,6.8,35.6,1.8,1.4,17.1,27.1,,-0.4,0.8,0.3,0.021,,-0.8,-0.4,-1.2,0.1
115,Matthew Dellavedova,PG,32,SAC,32,213,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0,15.9,12.7,,0,0.1,0.1,0.021,,-4.4,-0.8,-5.2,-0.2
267,Kevin Knox,SF,23,POR,17,241,11.6,0.516,0.443,0.113,5.2,18.2,11.7,8.2,1.6,0,8.9,20.2,,0,0.2,0.1,0.021,,-2.6,-1.8,-4.3,-0.1
20,Patrick Baldwin Jr.,SF,20,GSW,28,212,11,0.55,0.772,0.059,0.5,18,9.3,6.1,1.3,1.7,9.6,22.7,,-0.1,0.2,0.1,0.021,,-0.7,-1.3,-2,0
274,Kyle Kuzma,PF,27,WAS,64,2239,14.4,0.544,0.421,0.208,2.9,19.6,11.6,16.6,0.8,1.1,13.2,28,,-1,1.9,1,0.021,,-0.2,-1.5,-1.7,0.2
235,Reggie Jackson,PG,32,LAC,52,1338,10.3,0.523,0.43,0.129,1.9,7.8,4.9,20,1.4,0.3,15.1,20.8,,-0.4,1,0.6,0.02,,-2.6,-1,-3.7,-0.6
145,Dorian Finney-Smith,PF,29,BRK,24,665,7.4,0.453,0.636,0.108,7.6,11.9,9.8,7.4,1.2,1.9,11.5,13.9,,-0.3,0.6,0.3,0.02,,-3.5,-0.5,-4,-0.3
339,Wendell Moore Jr.,SG,21,MIN,27,149,8.8,0.452,0.405,0.119,2.3,10.3,6.4,15.7,2.6,2.9,15.3,15,,-0.1,0.2,0.1,0.019,,-4.1,1.5,-2.6,0
149,Trent Forrest,PG,24,ATL,20,246,7.4,0.478,0.039,0.059,2.2,11.7,6.9,15.3,1.2,0.7,17.4,10.8,,-0.1,0.1,0.1,0.019,,-4.6,0.5,-4.1,-0.1
159,Rudy Gay,PF,36,UTA,56,816,9.1,0.475,0.453,0.171,4.4,17.1,10.8,9.4,1.1,1.9,10.7,17.7,,-0.4,0.7,0.3,0.019,,-3.6,-0.4,-4,-0.4
369,Victor Oladipo,SG,30,MIA,40,1056,9.9,0.5,0.512,0.204,1.7,12.6,6.9,18.9,2.5,1.1,16.3,20.1,,-1,1.4,0.4,0.018,,-3.4,0.8,-2.6,-0.2
505,Joe Wieskamp,SF,23,TOR,6,31,5,0.563,0.875,0,0,11.9,5.5,4.2,0,0,11.1,12.4,,0,0,0,0.017,,-2.9,-2.8,-5.7,0
82,Vernon Carey Jr.,C,21,WAS,11,28,10.8,0.338,0,0.25,12.5,30.7,22,13.4,3.5,6,18.4,16.9,,-0.1,0.1,0,0.015,,-7.1,2.1,-5,0
518,Vince Williams Jr.,SG,22,MEM,12,53,5.3,0.333,0.733,0,4,10,7,6.8,3.6,1.7,6.3,12.5,,-0.1,0.1,0,0.014,,-6.2,2.9,-3.3,0
104,Jarrett Culver,SG,23,ATL,10,137,9.5,0.452,0.279,0.302,7.9,22.7,15.2,5.5,2.1,1.2,12.6,17.1,,-0.1,0.2,0,0.014,,-4.8,0.6,-4.2,-0.1
242,James Johnson,PF,35,IND,16,137,7,0.47,0.342,0.211,1.6,16.2,8.9,10.7,1.7,3.8,10.7,14.2,,-0.1,0.1,0,0.014,,-6,1.5,-4.6,-0.1
301,Tre Mann,PG,21,OKC,64,1132,9.6,0.486,0.522,0.104,2.4,11.3,6.8,13.2,1.6,0.9,10.1,20.7,,-0.7,1,0.3,0.014,,-3.2,-1.1,-4.3,-0.6
30,Will Barton,SG,32,WAS,40,782,10,0.504,0.484,0.158,1.5,13.9,7.9,16.6,1.1,1.1,12.9,19.5,,-0.4,0.6,0.2,0.014,,-1.7,-0.9,-2.7,-0.1
53,Jamaree Bouyea,PG,23,TOT,5,71,6.5,0.504,0.429,0.143,1.6,8.4,4.9,7.9,2.8,2.9,21.2,11.8,,-0.1,0.1,0,0.013,,-5.9,1.6,-4.2,0
172,Danny Green,SG,35,TOT,9,88,5.4,0.576,0.783,0.043,2.5,6.3,4.4,2.7,1.7,1,20.4,14.4,,-0.1,0.1,0,0.013,,-4.7,-0.4,-5.1,-0.1
235,Reggie Jackson,PG,32,TOT,64,1566,9.7,0.51,0.446,0.124,1.8,7.7,4.8,19.8,1.4,0.3,15,20.7,,-0.7,1.1,0.4,0.012,,-3,-1.1,-4.1,-0.9
212,Justin Holiday,SG,33,TOT,44,657,6.6,0.505,0.717,0.038,0.7,7.5,4.1,7.4,1.2,2.4,10.1,13.7,,-0.3,0.4,0.2,0.012,,-3.5,-0.1,-3.6,-0.3
466,JT Thor,PF,20,CHO,66,875,7.1,0.509,0.505,0.193,4.3,12.2,8.2,4.7,1.2,2,14.5,12.9,,-0.5,0.7,0.2,0.01,,-4.3,-0.4,-4.8,-0.6
150,Michael Foster Jr.,PF,20,PHI,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.01,,-7.3,-1.9,-9.2,0
131,Goran Dragić,PG,36,MIL,4,22,9,0.45,0.6,0,0,9.1,4.7,24.3,4.3,0,16.7,23,,0,0,0,0.009,,-3.3,0.7,-2.6,0
34,Darius Bazley,PF,22,PHO,5,27,9.7,0.45,0.5,0.25,4,21,12.3,19.5,3.6,6.7,25.3,18.8,,-0.1,0.1,0,0.008,,-6.9,4.5,-2.4,0
402,Davon Reed,SG,27,TOT,42,341,6.2,0.471,0.548,0.286,3.5,16.1,9.9,8.3,2.1,1,17.5,14.6,,-0.4,0.4,0.1,0.008,,-5.4,0,-5.3,-0.3
30,Will Barton,SG,32,TOT,52,928,9.3,0.482,0.491,0.142,1.6,13.7,7.8,15.6,1.3,1.1,12,18.8,,-0.6,0.7,0.2,0.008,,-2.4,-0.7,-3.2,-0.3
357,Nerlens Noel,C,28,TOT,17,195,7.9,0.424,0.056,0.333,5.6,21,13.1,6.7,4,4.5,23.9,11.9,,-0.3,0.3,0,0.007,,-6.5,2.6,-3.8,-0.1
212,Justin Holiday,SG,33,ATL,28,411,6.1,0.504,0.696,0,0.5,5.7,3.1,7.6,0.6,2.1,8.8,14,,-0.1,0.2,0.1,0.007,,-3.2,-0.6,-3.8,-0.2
450,Jeremy Sochan,PF,19,SAS,56,1458,11.4,0.509,0.243,0.21,6.9,15.7,11.1,13.6,1.4,1.3,13.9,19.9,,-0.5,0.7,0.2,0.005,,-2.8,-1.2,-4,-0.8
91,Josh Christopher,SG,21,HOU,61,718,11.7,0.528,0.279,0.179,2.4,7.5,4.9,14.7,2,1.8,14,21.8,,-0.2,0.3,0.1,0.004,,-2.8,-1.4,-4.3,-0.4
360,Kendrick Nunn,SG-PG,27,TOT,66,877,10.4,0.527,0.504,0.082,1.6,9.8,5.8,12.4,1.4,0.4,12.2,23.1,,-0.7,0.7,0,0.001,,-2.5,-1.5,-4,-0.4
148,Bryn Forbes,SG,29,MIN,25,268,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,,-0.2,0.2,0,0,,-4.8,-1.5,-6.3,-0.3
416,Derrick Rose,PG,34,NYK,27,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,20.1,1,1.4,11.8,23.7,,-0.3,0.3,0,0,,-2.2,-1.5,-3.7,-0.1
118,Mamadi Diakite,PF,26,CLE,20,135,5.2,0.473,0.459,0,5.2,12.2,8.7,4,0.7,4.8,17.8,14.9,,-0.2,0.2,0,0,,-6.2,1.1,-5,-0.1
133,Chris Duarte,SF,25,IND,46,897,8.7,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19,,-0.5,0.4,0,-0.001,,-2.9,-1.6,-4.5,-0.6
519,Ziaire Williams,SF,21,MEM,36,528,6.3,0.503,0.503,0.102,3,12,7.5,6.5,1.3,0.9,16.3,17.3,,-0.6,0.6,0,-0.001,,-5.5,-0.8,-6.3,-0.6
229,Jaden Ivey,SG,20,DET,70,2146,11.9,0.524,0.357,0.373,3.4,10.8,7,25.8,1.3,0.7,17.1,25.2,,-0.9,0.8,-0.1,-0.002,,-1.6,-1.8,-3.3,-0.7
147,Simone Fontecchio,SF,27,UTA,48,665,7.7,0.49,0.616,0.16,4.3,6.8,5.5,7.4,0.9,1,10.2,19.7,,-0.3,0.3,-0.1,-0.004,,-3.2,-2.2,-5.4,-0.6
55,Malaki Branham,SF,19,SAS,62,1447,9.4,0.525,0.42,0.11,2,11.1,6.4,12,1,0.4,11.2,18.8,,-0.4,0.2,-0.1,-0.005,,-3.1,-2.1,-5.1,-1.2
321,Bryce McGowens,SG,20,CHO,43,684,6,0.494,0.402,0.366,2.6,9.7,6.1,8.6,0.8,0.8,15.2,13.8,,-0.4,0.4,-0.1,-0.006,,-5.1,-1.5,-6.6,-0.8
120,Gorgui Dieng,C,33,SAS,28,294,9.6,0.487,0.663,0.084,8.6,23.7,15.9,19.1,0.6,3.1,21.5,17.7,,-0.2,0.2,0,-0.006,,-3.9,0,-3.9,-0.1
359,Frank Ntilikina,PG,24,DAL,45,533,5,0.461,0.526,0.237,1.3,11.4,6.3,13.1,1.1,0.8,16.6,12.8,,-0.4,0.3,-0.1,-0.008,,-5.9,-0.7,-6.6,-0.6
402,Davon Reed,SG,27,DEN,35,315,5.3,0.456,0.55,0.25,3.4,16.4,10.1,7.3,2,1.1,18.4,15,,-0.4,0.4,-0.1,-0.009,,-5.8,-0.4,-6.2,-0.3
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.1,0.3,0.6,0,0,16.9,8.5,9.4,3.8,0,16.7,9.9,,0,0,0,-0.01,,-9,3.9,-5.1,0
79,Facundo Campazzo,PG,31,DAL,8,52,7.8,0.36,0.846,0.154,0,4.6,2.3,22.7,5.8,0,17.8,14.7,,-0.1,0.1,0,-0.011,,-4.8,3.6,-1.2,0
413,Isaiah Roby,PF,24,SAS,42,474,9.3,0.497,0.387,0.265,4.7,20.7,12.4,10.8,1.8,1.2,15.2,17.8,,-0.4,0.3,-0.1,-0.011,,-4.1,-0.6,-4.6,-0.3
185,R.J. Hampton,PG,21,DET,17,304,8,0.531,0.533,0.38,2.5,10.1,6.2,7.5,1.6,0.6,15,17.7,,-0.2,0.1,-0.1,-0.011,,-3.9,-1.2,-5.1,-0.2
36,Malik Beasley,SG,26,LAL,22,534,8.5,0.506,0.696,0.051,1,13.5,7.5,6.6,1.7,0,11,21.5,,-0.7,0.6,-0.2,-0.014,,-3,-0.7,-3.7,-0.2
257,Johnny Juzang,SF,21,UTA,15,185,6.8,0.428,0.675,0.05,2.4,15,8.8,5.2,0.8,1.4,2.4,18.9,,-0.2,0.1,-0.1,-0.014,,-4,-2,-6,-0.2
421,Matt Ryan,SF,25,LAL,12,129,4.6,0.459,0.714,0.102,1.7,9.6,5.8,4.1,0.7,0,5.5,17.8,,-0.1,0.1,0,-0.014,,-4.3,-1.5,-5.7,-0.1
423,Luka Šamanić,PF,23,UTA,3,48,7.5,0.482,0.6,0.4,0,29,14.7,13.5,2,3.5,22.1,19.7,,-0.1,0.1,0,-0.015,,-7.4,2.2,-5.3,0
201,Killian Hayes,PG,21,DET,72,1997,10,0.448,0.349,0.126,1.3,10.3,5.6,32.7,2.4,1.1,16.6,20.5,,-2,1.3,-0.7,-0.016,,-3.5,-0.5,-4.1,-1
378,Scotty Pippen Jr.,PG,22,LAL,6,32,9.6,0.439,0.25,0.75,6.9,6.5,6.7,8.3,3,2.6,11.1,23.7,,-0.1,0,0,-0.018,,-5.1,-0.8,-5.9,0
105,Cade Cunningham,PG,21,DET,12,400,14,0.492,0.272,0.192,3.2,17.7,10.2,30.6,1.2,1.5,13.8,29.9,,-0.4,0.2,-0.1,-0.018,,-0.1,-0.6,-0.7,0.1
52,James Bouknight,SG,22,CHO,31,441,7.6,0.476,0.556,0.16,1.7,14.6,8,11.9,1.5,1,13,19,,-0.6,0.4,-0.2,-0.019,,-4.5,-0.6,-5.1,-0.3
360,Kendrick Nunn,SG,27,LAL,39,528,8.7,0.503,0.502,0.084,1.1,9.8,5.6,9.4,1,0.5,10.6,23.3,,-0.6,0.4,-0.2,-0.021,,-3.4,-1.6,-5.1,-0.4
308,Tyrese Martin,SG,23,ATL,13,45,6.3,0.444,0.313,0.125,4.8,9.9,7.3,0,1.1,0,5.6,16.7,,0,0,0,-0.022,,-5.1,-2.2,-7.3,-0.1
110,Johnny Davis,SG,20,WAS,24,273,5.9,0.454,0.396,0.177,3,13.4,8.4,6,0.5,1.2,7.2,17.8,,-0.3,0.2,-0.1,-0.022,,-6.4,-2,-8.3,-0.4
30,Will Barton,SG,32,TOR,12,146,5,0.345,0.532,0.043,2.2,12.6,7,10.6,2.4,1.3,5.9,14.8,,-0.2,0.2,-0.1,-0.023,,-6,0.3,-5.7,-0.1
128,Devon Dotson,PG,23,WAS,6,53,4.9,0.15,0.4,0,13.2,8.1,10.6,17.7,4.6,0,23.1,10.7,,-0.1,0.1,0,-0.024,,-7,1.8,-5.3,0
144,Bruno Fernando,C,24,ATL,5,15,11.1,0.51,0,0.4,14.4,14.8,14.6,8.5,0,5.7,25.4,22.1,,0,0,0,-0.024,,-3.9,-1.3,-5.2,0
342,Markieff Morris,PF,33,DAL,6,35,4.5,0.65,0.7,0,0,10.2,5,12.7,1.4,0,28.6,18.1,,0,0,0,-0.026,,-6.8,-0.1,-6.9,0
495,TyTy Washington Jr.,PG,21,HOU,30,412,7.1,0.423,0.503,0.103,0.5,10.8,5.6,16.2,1.5,0.5,8,17.7,,-0.3,0.1,-0.2,-0.027,,-5.2,-1.6,-6.8,-0.5
430,Dereon Seabron,SG,22,NOP,5,12,4.6,0.4,0,0,9.4,0,4.7,0,0,0,0,17.9,,0,0,0,-0.032,,-6.6,-4.7,-11.3,0
12,Thanasis Antetokounmpo,SF,30,MIL,33,138,3.4,0.387,0.185,0.444,7.9,15.2,11.7,7.1,1,1.8,25.4,13.2,,-0.3,0.2,-0.1,-0.034,,-8.4,-0.5,-8.8,-0.2
134,David Duke Jr.,SG,23,BRK,20,180,6.9,0.486,0.127,0.175,5.1,7.9,6.6,12.6,1.9,0.5,18.1,20.4,,-0.3,0.2,-0.1,-0.036,,-7.1,-0.9,-8.1,-0.3
76,John Butler,C,20,POR,15,116,2.4,0.277,0.696,0.043,2,6,4,4.3,1.7,3.8,0,8.8,,-0.2,0.1,-0.1,-0.037,,-7.5,-0.6,-8.2,-0.2
235,Reggie Jackson,PG,32,DEN,12,228,6,0.43,0.547,0.093,1.6,6.9,4.3,19.1,1.3,0.4,14.4,20,,-0.3,0.2,-0.2,-0.037,,-5.3,-1.7,-7,-0.3
218,Trevor Hudgins,PG,23,HOU,5,28,4.2,0.436,0.889,0.333,0,0,0,13.9,0,0,8.8,16.8,,0,0,0,-0.038,,-3.8,-4.8,-8.5,0
15,Ryan Arcidiacono,PG,28,TOT,20,172,2.7,0.351,0.622,0,0,10,5,17,1.4,0,15.9,11.1,,-0.2,0.1,-0.1,-0.04,,-7.3,-1.4,-8.7,-0.3
15,Ryan Arcidiacono,PG,28,POR,9,146,2.7,0.359,0.625,0,0,8.7,4.3,18.4,1,0,15.8,11.3,,-0.2,0,-0.1,-0.045,,-7,-2.4,-9.4,-0.3
244,Keon Johnson,SG,20,POR,40,416,9,0.482,0.455,0.23,3,9.2,6.1,21,2.2,1.3,18,25,,-0.7,0.3,-0.5,-0.053,,-3.8,-1.5,-5.3,-0.4
439,Kobi Simmons,PG,25,CHO,2,6,4.9,0,1,0,0,0,0,19.5,0,14.5,0,7,,0,0,0,-0.057,,-1.7,1.1,-0.5,0
172,Danny Green,SG,35,MEM,3,43,-0.2,0.409,0.727,0,2.5,7.4,4.9,5.6,1.1,0,21.4,13.5,,-0.1,0,-0.1,-0.06,,-7.9,-0.9,-8.8,-0.1
355,Daishen Nix,PG,20,HOU,55,891,5.5,0.452,0.591,0.155,2.2,9.9,6,19.6,1.6,0.8,25.3,15.5,,-1.4,0.2,-1.1,-0.061,,-4.9,-1.6,-6.4,-1
446,Ish Smith,PG,34,DEN,40,345,6.2,0.412,0.071,0.018,1.4,14.3,8,31.8,0.9,1.8,26.2,19.3,,-0.8,0.3,-0.4,-0.061,,-5.6,-1.1,-6.7,-0.4
260,Trevor Keels,SG,19,NYK,3,8,3.8,0.375,1,0,0,27.5,13.7,0,0,0,0,21.5,,0,0,0,-0.061,,-7.4,-5.5,-13,0
493,Duane Washington Jr.,SG,22,PHO,31,394,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,,-0.8,0.3,-0.5,-0.064,,-1.8,-2.8,-4.6,-0.3
63,Greg Brown III,PF,21,POR,16,93,5.8,0.421,0.25,0.429,2.5,21.1,11.8,4.5,2.1,4.8,15.3,18.4,,-0.2,0.1,-0.1,-0.07,,-8.5,0.1,-8.4,-0.2
392,Joshua Primo,SG,20,SAS,4,93,6.1,0.467,0.462,0.346,2.3,13.5,7.7,24.5,0.5,1.8,26.9,18.2,,-0.2,0,-0.1,-0.073,,-4.7,-1.6,-6.4,-0.1
44,Buddy Boeheim,PG,23,DET,8,74,1.8,0.322,0.917,0.083,2.9,4.6,3.7,5.4,1.3,0,0,14.3,,-0.1,0,-0.1,-0.075,,-7.6,-1.8,-9.4,-0.1
184,Jordan Hall,SF,21,SAS,9,83,5.5,0.438,0.536,0.321,3.8,12.4,7.9,17,0.6,0,18,19.4,,-0.1,0,-0.1,-0.077,,-4.8,-2.9,-7.7,-0.1
338,Xavier Moon,SG,28,LAC,3,18,4.7,0.313,0.375,0,0,18.5,9.3,37.9,0,0,11.1,21.9,,0,0,0,-0.091,,-4.5,-1.3,-5.8,0
282,Saben Lee,PG,23,PHI,2,10,12.8,0.75,0.25,0,0,0,0,37.2,5,0,42.9,31.3,,0,0,0,-0.096,,-3.7,-0.6,-4.3,0
239,Alize Johnson,PF,26,SAS,4,30,4.3,0.509,0.333,0.333,7,30.5,18.3,4.2,1.6,0,36.8,15,,-0.1,0,-0.1,-0.099,,-7.5,-1.7,-9.2,-0.1
140,Kessler Edwards,SF,22,BRK,14,79,2.4,0.301,0.5,0.083,8.8,11.1,10,3.2,1.9,1.1,13.9,16.2,,-0.3,0.1,-0.2,-0.109,,-6.7,-3.1,-9.7,-0.2
325,Sam Merrill,SG,26,CLE,3,11,-2.8,0.25,0.75,0,0,10.7,5.4,11.9,0,0,0,16.3,,0,0,0,-0.109,,-13.8,-2.8,-16.6,0
357,Nerlens Noel,C,28,BRK,3,43,0.3,0.218,0,0.333,8.1,15.3,11.8,8.3,3.4,2,42.1,12.3,,-0.2,0.1,-0.1,-0.113,,-11.3,0.9,-10.4,-0.1
500,Blake Wesley,SG,19,SAS,33,561,3.3,0.39,0.25,0.228,2.1,11.2,6.5,18.9,1.8,0.6,21.7,19.1,,-1.6,0.2,-1.4,-0.12,,-8.1,-1.8,-9.9,-1.1
66,Moses Brown,C,23,BRK,2,6,-2.6,,,,0,0,0,0,8.1,0,100,7.4,,0,0,0,-0.13,,-12.7,2.8,-9.9,0
395,Trevelin Queen,SG,25,IND,7,70,6,0.337,0.517,0.172,12.7,14.3,13.5,11.1,1.4,6.2,18.3,22.9,,-0.3,0.1,-0.2,-0.132,,-5.6,-1.6,-7.2,-0.1
198,Udonis Haslem,C,42,MIA,6,46,-3.5,0.116,0.167,0.167,9.8,10.6,10.2,0,1.1,2.2,0,12.4,,-0.2,0,-0.1,-0.135,,-12.2,-4.3,-16.5,-0.2
130,PJ Dozier,SG,26,SAC,13,32,3.9,0.321,0.5,0,0,24.7,12.5,4,4.5,2.7,12.5,21.5,,-0.2,0.1,-0.1,-0.143,,-11.2,0.3,-10.9,-0.1
53,Jamaree Bouyea,PG,23,WAS,1,6,-7,0,1,0,0,17.9,9.3,0,0,0,0,7.3,,0,0,0,-0.15,,-16.1,-1.7,-17.8,0
508,Lindell Wigginton,PG,24,MIL,5,18,0.7,0.405,0.444,0.222,0,5.5,2.9,15.5,0,0,16.8,27.8,,-0.1,0,-0.1,-0.159,,-12.8,-5.4,-18.1,-0.1
440,Marko Simonovic,C,23,CHI,4,9,-7.7,0,0.5,0,12.9,0,6.3,0,0,0,0,9.8,,0,0,0,-0.161,,-14.8,-6.8,-21.6,0
469,Isaiah Todd,PF,21,WAS,4,13,-3.2,0.25,0.75,0,0,0,0,0,0,0,0,13.4,,0,0,0,-0.163,,-8.1,-5.6,-13.7,0
247,Carlik Jones,PG,25,CHI,4,28,-4.7,0.171,0.143,0.571,4.1,8,6.1,8.5,0,0,10.2,15.4,,-0.1,0,-0.1,-0.2,,-12.8,-4,-16.8,-0.1
87,Julian Champagnie,SF,21,PHI,2,7,-3.8,0,0.5,0,0,0,0,0,7.1,0,0,12.8,,0,0,0,-0.215,,-12,-1.4,-13.4,0
415,Ryan Rollins,PG,20,GSW,12,62,-1.4,0.508,0.45,0.3,5.4,15.8,10.7,12.5,0.8,1.4,41.4,26.2,,-0.3,0.1,-0.3,-0.221,,-11.4,-3.7,-15.1,-0.2
48,Leandro Bolmaro,SG,22,UTA,14,68,-5,0.15,0.2,0,6.4,4.7,5.6,12.4,2.1,1.2,25.9,16.6,,-0.4,0,-0.3,-0.231,,-12.6,-2.3,-14.9,-0.2
437,Chris Silva,PF,26,DAL,1,3,-2.2,1,0,0,0,0,0,0,0,0,50,30.2,,0,0,0,-0.261,,-22.5,-0.1,-22.6,0
335,Chima Moneke,SF,27,SAC,2,8,-3.5,0.347,0,1,29,0,14.3,16.1,0,0,41,26.2,,0,0,0,-0.285,,-12.7,-8,-20.7,0
73,Deonte Burton,SG,29,SAC,2,6,-12.6,0,0.5,0,0,0,0,0,0,0,0,14.3,,0,0,0,-0.349,,-14.7,-9.9,-24.6,0
230,Frank Jackson,PG,24,UTA,1,5,-6.8,0,0.333,0,21.9,21.4,21.7,22.8,0,0,0,25,,0,0,0,-0.376,,-12.5,-9.9,-22.4,0
509,Alondes Williams,SG,23,BRK,1,5,-20.9,,,,0,22,11.3,0,0,0,100,17.7,,-0.1,0,-0.1,-0.518,,-21.3,-5.2,-26.5,0
398,Lester Quinones,SG,22,GSW,1,1,-62.7,0,0.5,0,0,100,55,0,0,0,0,84,,0,0,0,-1.846,,-49.9,-20.4,-70.3,0
