Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
435,Shaedon Sharpe,SG,19,POR,77,12,21.9,3.6,7.7,0.475,1.2,3.4,0.368,2.4,4.3,0.557,0.555,0.9,1.2,0.716,0.8,2.1,2.8,1,0.5,0.3,1,1.7,9.4
436,Pascal Siakam,C,28,TOR,68,68,37.5,8.9,18.6,0.477,1.4,4.1,0.327,7.5,14.5,0.52,0.514,5.2,6.7,0.768,1.8,5.9,7.8,6,0.8,0.5,2.4,3.2,24.3
437,Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,2,2
438,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
439,Kobi Simmons,PG,25,CHO,2,0,3,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0.5,0,0.5,0,0,0
440,Marko Simonovic,C,23,CHI,4,0,2.3,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0.3,0,0.3,0,0,0,0,0.5,0
441,Anfernee Simons,SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1
442,Jericho Sims,C,24,NYK,50,16,15.6,1.6,2.1,0.769,0,0,0,1.6,2.1,0.777,0.769,0.2,0.3,0.75,1.9,2.8,4.6,0.5,0.3,0.6,0.5,1.9,3.4
443,Marcus Smart,PG,28,BOS,60,60,32.1,4.1,9.8,0.414,1.9,5.6,0.337,2.2,4.2,0.516,0.51,1.5,1.9,0.757,0.7,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.4
444,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
445,Dru Smith,SG,25,TOT,12,1,10.9,1.5,3.3,0.45,0.4,1.6,0.263,1.1,1.8,0.619,0.513,0.1,0.1,1,0.2,1.4,1.6,1.3,0.8,0.3,0.2,1.4,3.5
445,Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2
445,Dru Smith,SG,25,BRK,7,0,9.1,1.9,3.7,0.5,0.6,1.9,0.308,1.3,1.9,0.692,0.577,0.1,0.1,1,0.1,1.3,1.4,1.6,0.7,0.1,0.1,1,4.4
446,Ish Smith,PG,34,DEN,40,0,8.6,1.1,2.8,0.402,0.1,0.2,0.25,1.1,2.6,0.413,0.411,0,0.1,0.5,0.1,1.1,1.2,2.1,0.2,0.2,1,0.8,2.3
447,Jabari Smith Jr.,PF,19,HOU,76,76,30.9,4.6,11.3,0.404,1.6,5.1,0.306,3,6.2,0.484,0.473,2,2.5,0.782,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.6
448,Jalen Smith,PF,22,IND,67,30,18.7,3.5,7.4,0.471,0.8,2.8,0.275,2.7,4.6,0.591,0.523,1.5,2,0.757,1.9,4,5.8,1,0.3,0.9,1,2.2,9.3
449,Xavier Sneed,SF,25,CHO,2,0,12,2,2.5,0.8,1.5,2,0.75,0.5,0.5,1,1.1,1,1,1,0,1.5,1.5,1.5,0,0,1.5,1,6.5
450,Jeremy Sochan,PF,19,SAS,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11
451,Jaden Springer,SG,20,PHI,14,0,3.8,0.6,1.6,0.409,0,0.1,0,0.6,1.4,0.45,0.409,0.4,0.4,0.833,0.4,0.5,0.9,0.4,0.4,0.1,0.1,0.6,1.6
452,Lamar Stevens,PF,25,CLE,59,24,18,2.1,4.5,0.455,0.5,1.5,0.307,1.6,3.1,0.528,0.506,0.6,0.9,0.698,0.8,2.5,3.3,0.5,0.4,0.3,0.4,1.3,5.2
453,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
454,Max Strus,SF,26,MIA,76,29,28.7,4.1,10,0.411,2.5,7.1,0.349,1.6,2.9,0.564,0.535,1,1.1,0.885,0.6,2.7,3.3,2.1,0.6,0.1,0.9,2.1,11.7
455,Jalen Suggs,PG,21,ORL,49,16,23.8,3.5,8.3,0.417,1.2,3.7,0.319,2.3,4.6,0.496,0.488,1.7,2.3,0.711,1,1.9,2.9,3,1.3,0.5,1.8,2.3,9.8
456,Edmond Sumner,SG,27,BRK,51,12,14,2.4,5.2,0.457,0.6,1.7,0.36,1.8,3.5,0.503,0.515,1.9,2,0.923,0.2,1.3,1.5,1.3,0.6,0.2,0.9,1.6,7.2
457,Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,0.333,0.5,1.3,0.375,0,0.2,0,0.5,0,0,,0.2,1,1.2,0.7,0,0,0,0.5,1.5
458,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1
459,Jayson Tatum,PF,24,BOS,72,72,37.2,9.9,21.2,0.467,3.3,9.3,0.354,6.6,11.9,0.556,0.545,7.2,8.4,0.857,1.1,7.8,8.9,4.6,1,0.7,2.9,2.2,30.3
460,Terry Taylor,PF,23,TOT,29,2,8.2,1.1,2.3,0.485,0.2,0.7,0.263,1,1.7,0.571,0.522,0.2,0.2,0.714,0.8,0.6,1.4,0.3,0.1,0.2,0.3,0.9,2.6
460,Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.462,0.2,0.7,0.222,1,1.8,0.553,0.492,0.2,0.3,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
460,Terry Taylor,PF,23,CHI,3,0,3,1,1,1,0.3,0.3,1,0.7,0.7,1,1.167,0,0,,0.3,0,0.3,0,0,0,0,0.3,2.3
461,Garrett Temple,SG,36,NOP,24,0,6.6,0.8,1.8,0.409,0.5,1,0.44,0.3,0.8,0.368,0.534,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.1
462,Dalen Terry,SG,20,CHI,34,0,5.3,0.7,1.6,0.453,0.2,0.6,0.3,0.5,1,0.545,0.509,0.2,0.4,0.533,0.3,0.6,0.9,0.6,0.2,0.1,0.2,0.6,1.8
463,Daniel Theis,C,30,IND,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7
464,Cam Thomas,SG,21,BRK,55,3,16.4,3.4,7.7,0.435,0.8,2.3,0.363,2.5,5.5,0.465,0.488,2.6,3,0.861,0.1,1.5,1.7,1.4,0.3,0.1,1.1,1,10.1
465,Klay Thompson,SG,32,GSW,67,67,33.2,7.9,18.2,0.433,4.3,10.6,0.407,3.6,7.6,0.469,0.552,1.7,1.9,0.877,0.6,3.6,4.2,2.4,0.7,0.4,1.8,1.9,21.8
466,JT Thor,PF,20,CHO,66,5,13.3,1.3,3.2,0.41,0.5,1.6,0.308,0.8,1.6,0.514,0.488,0.4,0.6,0.659,0.5,1.5,2,0.5,0.3,0.3,0.6,1,3.5
467,Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2,0.7,1.2,0.5,0.3,1.6,4.1
467,Matisse Thybulle,SG,25,PHI,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
467,Matisse Thybulle,SG,25,POR,22,22,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.558,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4
468,Xavier Tillman Sr.,PF,24,MEM,59,28,19.5,3.1,5,0.624,0.1,0.3,0.267,3.1,4.7,0.643,0.631,0.8,1.5,0.551,2,3,5,1.6,0.9,0.5,0.7,1.6,7.1
469,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5
470,Obi Toppin,PF,24,NYK,64,2,14.8,2.5,5.8,0.431,1.2,3.5,0.335,1.3,2.3,0.574,0.531,0.5,0.6,0.784,0.4,2.3,2.7,0.8,0.3,0.2,0.5,1,6.6
471,Juan Toscano-Anderson,SF,29,TOT,48,8,12.8,1.2,2.4,0.496,0.1,0.7,0.219,1,1.7,0.602,0.526,0.3,0.4,0.789,0.5,1.8,2.3,1.1,0.3,0.2,0.6,1.5,2.8
471,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2,0.8,0.3,0.2,0.6,1.5,2.7
471,Juan Toscano-Anderson,SF,29,UTA,18,1,13.9,1.3,2.7,0.49,0.2,0.7,0.25,1.2,2.1,0.568,0.52,0.2,0.2,1,0.5,2.2,2.7,1.4,0.2,0.1,0.7,1.3,3.1
472,Karl-Anthony Towns,PF,27,MIN,26,26,33.2,7.1,14.4,0.491,2,5.7,0.354,5.1,8.8,0.579,0.56,4.2,4.7,0.878,1.7,6.2,7.9,4.8,0.8,0.5,3.1,3.9,20.3
473,Gary Trent Jr.,SG,24,TOR,63,43,32.6,6.3,14.4,0.434,2.6,6.9,0.371,3.7,7.5,0.494,0.524,2.6,3.1,0.838,0.5,2.2,2.7,1.6,1.6,0.2,0.8,1.6,17.7
474,P.J. Tucker,PF,37,PHI,73,73,25.6,1.2,3,0.417,0.7,1.9,0.382,0.5,1.1,0.476,0.537,0.3,0.3,0.826,1.3,2.7,4,0.8,0.5,0.2,0.6,2.4,3.5
475,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4,0.373,5,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18
476,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,0,1,1,0,0,2
477,Jonas Valančiūnas,C,30,NOP,75,75,25,5.8,10.4,0.552,0.5,1.4,0.349,5.3,9,0.583,0.575,2.4,2.9,0.824,2.9,7.2,10.1,1.8,0.3,0.6,2.1,3.1,14.4
478,Jarred Vanderbilt,PF,23,TOT,74,61,24.3,3.2,5.9,0.547,0.4,1.1,0.321,2.8,4.7,0.602,0.579,1.2,1.8,0.692,2.2,5.4,7.6,2.4,1.1,0.3,1.3,2.4,8
478,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6,0.556,0.4,1.1,0.333,3,4.9,0.606,0.587,1.3,2,0.657,2.3,5.5,7.9,2.7,1,0.3,1.3,2.6,8.3
478,Jarred Vanderbilt,PF,23,LAL,22,20,24.8,2.9,5.5,0.525,0.4,1.2,0.296,2.5,4.3,0.589,0.557,1.1,1.4,0.806,2,5.2,7.1,1.8,1.3,0.2,1.2,2.2,7.3
479,Fred VanVleet,PG,28,TOR,66,66,37,6.5,16.3,0.397,3,8.8,0.345,3.4,7.5,0.459,0.49,3.7,4.1,0.897,0.4,3.7,4.2,7.2,1.8,0.5,2.1,2.8,19.7
480,Devin Vassell,SG,22,SAS,38,32,31,6.9,15.7,0.439,2.7,7,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
481,Gabe Vincent,PG,26,MIA,64,30,26.1,3.3,8.3,0.401,1.7,5.2,0.333,1.6,3.2,0.51,0.504,1.1,1.2,0.883,0.4,1.7,2.1,2.4,0.9,0.1,1.4,2.3,9.5
482,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
483,Nikola Vučević,C,32,CHI,78,78,33.8,7.3,14,0.521,1.5,4.3,0.354,5.8,9.7,0.595,0.576,1.6,1.9,0.824,2,9.1,11.1,3.3,0.7,0.7,1.7,2.2,17.7
484,Dean Wade,PF,26,CLE,41,10,19.9,1.6,3.9,0.415,1,2.8,0.351,0.6,1.1,0.578,0.541,0.4,0.6,0.652,0.4,2.9,3.4,0.8,0.6,0.5,0.3,2,4.6
485,Franz Wagner,SF,21,ORL,77,77,32.9,6.9,14.1,0.488,1.7,4.6,0.364,5.2,9.5,0.548,0.548,3.4,4,0.838,0.9,3.2,4.1,3.6,0.9,0.2,2.1,2.3,18.8
486,Moritz Wagner,C,25,ORL,55,17,19.6,3.5,7,0.508,0.9,2.9,0.312,2.7,4.1,0.643,0.572,2.8,3.3,0.844,1.2,3.3,4.6,1.5,0.7,0.2,1.2,2.4,10.7
487,Ish Wainright,SF,28,PHO,56,1,15.2,1.4,3.8,0.384,1,2.8,0.346,0.5,0.9,0.5,0.514,0.4,0.5,0.862,0.8,1.5,2.3,0.9,0.7,0.4,0.4,2,4.3
488,Jabari Walker,SF,20,POR,52,0,10.2,1.3,3.1,0.411,0.3,0.9,0.289,1,2.3,0.458,0.451,0.6,0.7,0.784,0.8,1.4,2.2,0.6,0.2,0.2,0.4,1.1,3.4
489,Kemba Walker,PG,32,DAL,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8
490,Lonnie Walker IV,SG,24,LAL,55,32,23.5,4.3,9.6,0.447,1.6,4.5,0.363,2.6,5.1,0.522,0.532,1.7,1.9,0.858,0.3,1.7,2,1.2,0.5,0.3,0.8,1.3,11.8
491,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
492,T.J. Warren,PF-SF,29,TOT,41,0,16.5,3.2,6.6,0.491,0.5,1.6,0.333,2.7,5,0.542,0.532,0.7,0.9,0.8,0.6,2.2,2.9,1,0.5,0.3,0.5,1.6,7.7
492,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
492,T.J. Warren,SF,29,PHO,15,0,12.4,2,4.6,0.435,0.4,1.2,0.333,1.6,3.4,0.471,0.478,0.1,0.1,0.5,0.9,2.2,3.1,0.7,0.5,0.3,0.2,1.3,4.5
493,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9
494,P.J. Washington,PF,24,CHO,73,73,32.6,5.9,13.4,0.444,2,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7
495,TyTy Washington Jr.,PG,21,HOU,30,2,13.7,1.8,5.2,0.355,0.6,2.6,0.218,1.3,2.6,0.494,0.41,0.3,0.5,0.625,0.1,1.3,1.4,1.6,0.4,0.1,0.5,0.9,4.6
496,Yuta Watanabe,SF,28,BRK,55,0,16.1,2,4,0.495,1,2.3,0.448,1,1.7,0.558,0.623,0.6,0.8,0.733,0.5,1.9,2.4,0.9,0.5,0.3,0.4,1.4,5.6
497,Lindy Waters III,SG,25,OKC,39,0,12.9,1.6,4.2,0.388,1.4,3.9,0.358,0.3,0.4,0.714,0.552,0.4,0.5,0.8,0.3,1.5,1.8,0.7,0.3,0.3,0.3,1,5.1
498,Trendon Watford,PF,22,POR,59,9,18.9,2.7,4.9,0.556,0.4,1,0.373,2.3,3.9,0.603,0.594,1.1,1.6,0.717,0.7,3.1,3.8,2,0.5,0.2,1.1,1.9,6.9
499,Peyton Watson,SG,20,DEN,19,0,5.2,1,1.8,0.543,0.3,0.4,0.625,0.7,1.4,0.519,0.614,0,0.1,0,0.3,0.8,1.2,0.2,0,0.3,0.2,0.4,2.3
500,Blake Wesley,SG,19,SAS,33,1,17,1.8,5.6,0.315,0.5,1.4,0.348,1.3,4.2,0.304,0.359,0.8,1.3,0.619,0.3,1.7,2,2.5,0.6,0.1,1.7,1.8,4.8
501,Russell Westbrook,PG,34,TOT,70,21,29.1,5.8,13.5,0.432,1.2,3.9,0.302,4.7,9.6,0.486,0.476,2.8,4.3,0.657,1.1,4.7,5.8,7.6,1.1,0.5,3.5,2.3,15.7
501,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3,4.6,0.655,1.1,5,6.2,7.5,1,0.4,3.5,2.3,15.9
501,Russell Westbrook,PG,34,LAC,18,18,30.5,5.8,12.1,0.484,1.1,3.4,0.323,4.7,8.6,0.548,0.53,2.4,3.6,0.662,1.1,3.7,4.8,7.8,1.2,0.5,3.5,2.2,15.2
502,Coby White,SG,22,CHI,70,1,23.2,3.5,7.9,0.438,1.8,4.7,0.375,1.7,3.2,0.529,0.549,0.8,1,0.866,0.2,2.6,2.8,2.7,0.8,0.1,0.9,1.7,9.5
503,Derrick White,SG,28,BOS,78,66,28.3,4.2,9.2,0.461,1.8,4.7,0.384,2.4,4.4,0.543,0.56,2,2.3,0.877,0.6,2.9,3.5,3.9,0.7,0.9,1.1,2.2,12.3
504,Jack White,SF,25,DEN,16,0,3.2,0.4,1,0.438,0.2,0.5,0.375,0.3,0.5,0.5,0.531,0.1,0.2,0.667,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.5,1.2
505,Joe Wieskamp,SF,23,TOR,6,0,5.2,0.5,1.3,0.375,0.5,1.2,0.429,0,0.2,0,0.563,0,0,,0,0.5,0.5,0.2,0,0,0.2,0.3,1.5
506,Aaron Wiggins,SG,24,OKC,67,14,18.4,2.6,5.1,0.509,0.7,1.7,0.4,1.9,3.4,0.564,0.576,0.8,1,0.815,1,2,3,1.1,0.5,0.2,0.8,1.6,6.7
507,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1
508,Lindell Wigginton,PG,24,MIL,5,0,3.6,0.6,1.8,0.333,0,0.8,0,0.6,1,0.6,0.333,0.4,0.4,1,0,0.2,0.2,0.4,0,0,0.4,0.4,1.6
509,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0
510,Grant Williams,PF,24,BOS,75,22,26.3,2.8,6.1,0.459,1.5,3.7,0.402,1.3,2.4,0.548,0.582,1.2,1.5,0.784,1.1,3.6,4.7,1.7,0.5,0.4,1,2.5,8.3
511,Jalen Williams,SG,21,OKC,73,60,30.3,5.5,10.5,0.523,1,2.7,0.354,4.6,7.8,0.582,0.569,2.1,2.6,0.809,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.6,14.1
512,Jaylin Williams,PF,20,OKC,47,34,18.6,2.1,4.7,0.437,0.9,2.2,0.4,1.2,2.5,0.47,0.532,0.8,1.1,0.712,0.8,4.1,4.9,1.5,0.6,0.3,0.7,2.3,5.8
513,Jeenathan Williams,SG,23,POR,1,0,13,3,6,0.5,1,1,1,2,5,0.4,0.583,0,0,,4,1,5,0,0,0,1,3,7
514,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8
515,Mark Williams,C,21,CHO,41,15,18.8,3.6,5.7,0.624,0,0,,3.6,5.7,0.624,0.624,1.5,2.2,0.685,2.2,4.7,6.9,0.4,0.6,1,0.9,2.1,8.6
516,Patrick Williams,PF,21,CHI,78,63,28.3,3.8,8.2,0.465,1.4,3.3,0.414,2.4,4.8,0.5,0.549,1.1,1.3,0.87,0.9,3,4,1.2,0.9,0.8,1.2,1.8,10.1
517,Robert Williams,C,25,BOS,33,18,23.2,3.6,4.9,0.745,0,0,0,3.6,4.8,0.75,0.745,0.7,1.2,0.632,3,5.3,8.3,1.4,0.6,1.3,0.9,1.9,8
518,Vince Williams Jr.,SG,22,MEM,12,0,4.4,0.3,1.3,0.267,0.2,0.9,0.182,0.2,0.3,0.5,0.333,0,0,,0.2,0.4,0.6,0.3,0.3,0.1,0.1,0.5,0.8
519,Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,0.424,0.6,2.5,0.247,1.5,2.4,0.602,0.486,0.4,0.5,0.778,0.4,1.7,2.1,0.7,0.4,0.1,1,1.6,5.2
520,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26
521,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,,0,0,0,0.3,0.3,0,0.3,0,1.7
522,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8
523,James Wiseman,C,21,TOT,41,18,18.9,4.2,7.4,0.569,0.1,0.5,0.211,4.1,7,0.593,0.576,1.4,2,0.7,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,9.9
523,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
523,James Wiseman,C,21,DET,20,18,25.7,5.7,10.5,0.543,0.2,0.9,0.176,5.6,9.7,0.575,0.55,1.5,2.1,0.714,2.4,6.2,8.5,0.7,0.2,0.9,1.6,3,13.1
524,Christian Wood,C,27,DAL,66,17,26,5.9,11.4,0.519,1.5,4.1,0.375,4.4,7.3,0.6,0.586,3.3,4.2,0.771,1.3,6.1,7.4,1.8,0.4,1,1.8,2.5,16.7
525,Delon Wright,PG,30,WAS,49,13,24.5,2.7,5.8,0.472,0.8,2.4,0.35,1.9,3.4,0.557,0.544,1,1.2,0.86,1.2,2.3,3.5,3.9,1.9,0.3,0.9,1.2,7.3
526,McKinley Wright IV,PG,24,DAL,25,1,11.3,1.4,3,0.473,0.3,0.9,0.318,1.1,2.1,0.538,0.52,0.4,0.6,0.688,0.3,1.3,1.6,2,0.3,0.2,0.7,0.8,3.5
527,Thaddeus Young,PF,34,TOR,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4
528,Trae Young,PG,24,ATL,71,71,34.6,8.3,19.2,0.429,2.1,6.3,0.338,6.1,12.9,0.474,0.485,7.6,8.5,0.886,0.8,2.2,3,9.9,1.1,0.1,4,1.4,26.2
529,Omer Yurtseven,C,24,MIA,6,0,6.2,0.8,1.5,0.556,0,0.2,0,0.8,1.3,0.625,0.556,0.3,0.5,0.667,0.7,0.8,1.5,0,0.2,0.2,0.2,1,2
530,Cody Zeller,C,30,MIA,13,1,14.1,2.1,3.6,0.574,0,0.2,0,2.1,3.5,0.6,0.574,1.6,2.3,0.7,1.8,2.5,4.2,0.5,0.2,0.3,0.8,2.2,5.8
531,Ivica Zubac,C,25,LAC,73,73,28.6,4.2,6.7,0.632,0,0,0,4.2,6.7,0.634,0.632,2.2,3.2,0.691,3.1,6.8,9.9,1,0.4,1.3,1.6,2.9,10.6
